,id,title,ingredients,NER,NER_mapped,NER_product_nl,NER_amount_used,NER_recipe_total_price
2424,2432,Perfect Apple Pie,"['6.0 or 7.0 apples, sliced', '0.75 to 236.588 ml brown sugar', '29.5736 ml flour', '2.46446 ml cinnamon', '29.5736 ml butter', 'dash of salt']","[""apples"", ""brown sugar"", ""flour"", ""cinnamon"", ""butter"", ""salt""]","['apples', 'sugar', 'flour', 'cinnamon', 'butter', 'salt']","['AH Elstar appels', 'AH Rietsuiker', 'AH Tarwe bloem', 'Bolletje Kanelly', 'AH Kruidenboter', 'AH Doperwten 0% zout']","[600.0, 75.0, 29.5736, 246.446, 29.5736, 100.0]",4.550308990404705
2426,2434,Potato Cake,"['236.588 ml margarine', '473.176 ml sugar', '4.0 eggs', '157.7253333333333 ml milk', '236.588 ml hot mashed potatoes', '473.176 ml flour', '59.1472 ml cocoa', '29.5736 ml baking powder', '2.46446 ml salt', '4.92892 ml each clove; cinnamon; nutmeg', '236.588 ml chopped pecans', '4.92892 ml vanilla', 'powdered sugar']","[""margarine"", ""sugar"", ""eggs"", ""milk"", ""hot mashed potatoes"", ""flour"", ""cocoa"", ""baking powder"", ""salt"", ""cinnamon"", ""pecans"", ""vanilla"", ""powdered sugar""]","['margarine', 'sugar', 'eggs', 'milk', 'mashed potato', 'flour', 'cocoa', 'baking powder', 'salt', 'cinnamon', 'pecans', 'vanilla', 'sugar']","['Becel Light margarine', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Karnemelk', 'Aviko Aardappelpuree', 'AH Tarwe bloem', 'Oatly! Haverdrank cacao', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'Bolletje Kanelly', 'AH Ongebrande pecannoten', 'AH Muffin vanille', 'AH Rietsuiker']","[236.588, 473.176, 400.0, 157.7253333333333, 236.588, 473.176, 59.1472, 29.5736, 246.446, 492.892, 236.588, 492.892, 100.0]",24.458808564136696
2428,2436,Pig Picking Cake And Frosting,"['1.0 box duncan hines butter cake mix', '4.0 eggs', '118.294 ml oil', '325.3085 ml can mandarin oranges with syrup']","[""cake mix"", ""eggs"", ""oil"", ""oranges""]","['mix', 'eggs', 'oil', 'oranges']","['AH Hotmix', 'AH Rondeel eieren M L', 'AH Slaolie', 'AH Handsinaasappelen']","[100.0, 400.0, 118.294, 325.3085]",6.86280634302738
2430,2438,Beef Stroganoff For 2,"['0.5 box egg noodles, cooked', '0.5 stick butter', '453.592 grams good beef bite sizes', '1.0 large can mushrooms, drained', '78.86266666666666 ml chopped onions', '14.7868 ml flour', '0.5 can beef broth', '4.92892 ml dijon mustard', '118.294 ml sour cream', '2.46446 ml dill']","[""egg noodles"", ""butter"", ""good beef"", ""mushrooms"", ""onions"", ""flour"", ""beef broth"", ""mustard"", ""sour cream"", ""dill""]","['noodle', 'butter', 'beef', 'mushrooms', 'onions', 'flour', 'broth', 'mustard', 'cream', 'dill']","['AH Woknoedels', 'AH Kruidenboter', 'AH Rosbief', 'AH Witte champignons', 'AH Rode uien', 'AH Tarwe bloem', 'AH Rundvleesbouillon', 'Doesburgsche mosterd', 'AH Roomijsjes', 'AH Komkommer dille dressing']","[50.0, 50.0, 453.592, 100.0, 78.86266666666666, 1478.6799999999998, 50.0, 492.892, 118.294, 246.446]",21.08679529248387
2431,2439,Chicken Casserole,"['1.0 chicken, cooked and deboned', '1.0 can celery soup', '1.0 small sour cream']","[""chicken"", ""celery soup"", ""sour cream""]","['chicken', 'soup', 'cream']","['AH Bapao kip', 'AH Erwtensoep', 'AH Roomijsjes']","[100.0, 100.0, 100.0]",1.2154166666666666
2432,2440,Deviled Eggs,"['6.0 eggs', '14.7868 ml mustard', '14.7868 ml sugar', '59.147 ml miracle whip', '0.616115 ml salt', 'dash of pepper']","[""eggs"", ""mustard"", ""sugar"", ""Miracle"", ""salt"", ""pepper""]","['eggs', 'mustard', 'sugar', 'miracle', 'salt', 'pepper']","['AH Rondeel eieren M L', 'Doesburgsche mosterd', 'AH Rietsuiker', 'Bullit Sugarfree mango miracle', 'AH Doperwten 0% zout', 'AH Rode peper']","[600.0, 1478.6799999999998, 1478.6799999999998, 59.147, 61.6115, 100.0]",20.12959965662465
2439,2447,Ham Casserole,"['1.5 to 473.176 ml chopped up ham', '10.0 medium potatoes', '6.0 hard-boiled eggs', '226.796 grams cheese your choice; cheddar or jack, et236.588 ml', '473.176 ml mayonnaise']","[""ham"", ""potatoes"", ""eggs"", ""cheese"", ""mayonnaise""]","['ham', 'potatoes', 'eggs', 'cheese', 'mayonnaise']","['AH Achterham', 'AH Stamppot aardappelen', 'AH Rondeel eieren M L', 'AH Leverkaas', 'AH Pesto mayonaise']","[150.0, 1000.0, 600.0, 226.796, 473.176]",21.378173056277056
2442,2450,Apple Pie Candied Crust,"['5.0 to 6.0 apples', '236.588 ml brown sugar', '236.588 ml sifted flour', '2.46446 ml salt', '0.616115 ml nutmeg', '118.294 ml butter']","[""apples"", ""brown sugar"", ""flour"", ""salt"", ""nutmeg"", ""butter""]","['apples', 'sugar', 'flour', 'salt', 'nutmeg', 'butter']","['AH Elstar appels', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'Verstegen Zakje nootmuskaat heel', 'AH Kruidenboter']","[500.0, 236.588, 236.588, 246.446, 61.6115, 118.294]",3.04987743115098
2443,2451,Seven Layer Salad,"['1.0 head lettuce, torn in small pieces', '1.0 box frozen peas', '1.0 head cauliflower, torn up', '8.0 to 10.0 strips bacon, crisped and broken', '1.0 pkg. dry hidden valley ranch dressing', '473.176 ml mayonnaise', 'shredded cheese']","[""head lettuce"", ""frozen peas"", ""cauliflower"", ""bacon"", ""dry Hidden Valley ranch dressing"", ""mayonnaise"", ""cheese""]","['lettuce', 'pea', 'cauliflower', 'bacon', 'dressing', 'mayonnaise', 'cheese']","['AH Kropsla', 'AH Kikkererwten', 'AH Kleine bloemkool', 'AH Feest spekken', 'AH Caesar dressing', 'AH Pesto mayonaise', 'AH Leverkaas']","[100.0, 100.0, 100.0, 800.0, 100.0, 473.176, 100.0]",18.23090444444444
2448,2456,Shrimp Cheese Ball,"['236.588 ml pkg. cream cheese, softened', '2.46446 ml prepared mustard', '4.92892 ml soy sauce', '4.92892 ml grated onion', '4.92892 ml lemon juice', 'dash of paprika', '133.08075 ml can tiny shrimp, drained', 'chopped nuts']","[""cream cheese"", ""mustard"", ""soy sauce"", ""onion"", ""lemon juice"", ""paprika"", ""tiny shrimp"", ""nuts""]","['cheese', 'mustard', 'soy sauce', 'onion', 'juice', 'paprika', 'shrimp', 'nuts']","['AH Leverkaas', 'Doesburgsche mosterd', 'ABC Sweet soy sauce', 'AH Rode uien', 'AH Appelsap', 'AH Rauwkost paprika', 'AH Wokgarnalen', 'AH Walnoten']","[236.588, 246.446, 492.892, 492.892, 492.892, 100.0, 133.08075, 100.0]",18.684674382196967
2449,2457,Miniature Cheesecakes(1 Dozen)  ,"['236.588 ml graham cracker crumbs', '59.147 ml melted margarine', '2.46446 ml vanilla extract', '1.0 egg', '59.147 ml sugar', '236.588 ml cream cheese', 'cherry or blueberry pie filling 0.5 can']","[""graham cracker crumbs"", ""margarine"", ""vanilla extract"", ""egg"", ""sugar"", ""cream cheese"", ""cherry""]","['cracker', 'margarine', 'extract', 'egg', 'sugar', 'cheese', 'cherry']","['AH Notenkraker', 'Becel Light margarine', 'Marmite Yeast extract', 'AH Lasagne ei', 'AH Rietsuiker', 'AH Leverkaas', 'Pepsi Max cherry']","[236.588, 59.147, 246.446, 100.0, 59.147, 236.588, 100.0]",18.11128665030303
2454,2462,Old Fashioned Pot Roast,"['3.0 to 2267.96 grams roast beef or pork', 'salt and pepper', '3.0 to 59.1472 ml flour', '29.5736 ml oil', '1.0 medium onion, sliced or quartered', 'potatoes and carrots']","[""beef"", ""salt"", ""flour"", ""oil"", ""onion"", ""potatoes""]","['beef', 'salt', 'flour', 'oil', 'onion', 'potatoes']","['AH Rosbief', 'AH Doperwten 0% zout', 'AH Tarwe bloem', 'AH Slaolie', 'AH Rode uien', 'AH Stamppot aardappelen']","[300.0, 100.0, 300.0, 29.5736, 100.0, 100.0]",10.684083385098038
2460,2468,Brownies,"['118.294 ml margarine', '236.588 ml sugar', '4.92892 ml vanilla', '118.294 ml nuts', '2.0 eggs', '78.86266666666666 ml cocoa', '118.294 ml self-rising flour']","[""margarine"", ""sugar"", ""vanilla"", ""nuts"", ""eggs"", ""cocoa"", ""flour""]","['margarine', 'sugar', 'vanilla', 'nuts', 'eggs', 'cocoa', 'flour']","['Becel Light margarine', 'AH Rietsuiker', 'AH Muffin vanille', 'AH Walnoten', 'AH Rondeel eieren M L', 'Oatly! Haverdrank cacao', 'AH Tarwe bloem']","[118.294, 236.588, 492.892, 118.294, 200.0, 78.86266666666666, 118.294]",12.386491141076187
2461,2469,Applesauce Bread,"['414.029 ml flour', '157.7253333333333 ml sugar', '9.85784 ml baking powder', '4.92892 ml salt', '7.39338 ml cinnamon', '118.294 ml margarine, chilled', '236.588 ml granola cereal', '2.0 eggs', '236.588 ml applesauce', '118.294 ml raisins']","[""flour"", ""sugar"", ""baking powder"", ""salt"", ""cinnamon"", ""margarine"", ""granola cereal"", ""eggs"", ""applesauce"", ""raisins""]","['flour', 'sugar', 'baking powder', 'salt', 'cinnamon', 'margarine', 'cereal', 'eggs', 'applesauce', 'raisins']","['AH Tarwe bloem', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'Bolletje Kanelly', 'Becel Light margarine', ""Oreo O's cereal"", 'AH Rondeel eieren M L', 'Hak Appelmoes met kaneel', 'AH Blanke rozijnen']","[414.029, 157.7253333333333, 985.784, 492.892, 739.338, 118.294, 236.588, 200.0, 236.588, 118.294]",44.66464784507372
2463,2472,Preacher'S Cookies,"['118.294 ml milk', '59.147 ml butter', '473.176 ml sugar', '59.1472 ml cocoa', 'pinch of salt', '709.764 ml quick oats', '118.294 ml peanut butter', '4.92892 ml vanilla']","[""milk"", ""butter"", ""sugar"", ""cocoa"", ""salt"", ""oats"", ""peanut butter"", ""vanilla""]","['milk', 'butter', 'sugar', 'cocoa', 'salt', 'oats', 'butter', 'vanilla']","['AH Karnemelk', 'AH Kruidenboter', 'AH Rietsuiker', 'Oatly! Haverdrank cacao', 'AH Doperwten 0% zout', 'AH Barista haver', 'AH Kruidenboter', 'AH Muffin vanille']","[118.294, 59.147, 473.176, 59.1472, 100.0, 709.764, 118.294, 492.892]",10.913397525098041
2464,2473,Sour Cream Pound Cake,"['236.588 ml soft margarine', '6.0 eggs', '1.23223 ml baking soda', '236.588 ml cultured sour cream', '2.46446 ml orange extract', '630.9013333333332 ml sugar', '709.764 ml flour', '2.46446 ml salt', '2.46446 ml lemon extract', '2.46446 ml vanilla']","[""margarine"", ""eggs"", ""baking soda"", ""sour cream"", ""orange extract"", ""sugar"", ""flour"", ""salt"", ""lemon extract"", ""vanilla""]","['margarine', 'eggs', 'baking soda', 'cream', 'extract', 'sugar', 'flour', 'salt', 'extract', 'vanilla']","['Becel Light margarine', 'AH Rondeel eieren M L', 'Dr. Oetker Baksoda', 'AH Roomijsjes', 'Marmite Yeast extract', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'Marmite Yeast extract', 'AH Muffin vanille']","[236.588, 600.0, 123.223, 236.588, 246.446, 630.9013333333332, 709.764, 246.446, 246.446, 246.446]",21.027896845812883
2465,2474,Lucy Anne'S Quick Dessert,"['1892.705 ml vanilla ice cream', '2.0 small pkg. coconut cream instant pudding', '0.5 to 236.588 ml milk']","[""vanilla ice cream"", ""coconut cream"", ""milk""]","['cream', 'cream', 'milk']","['AH Roomijsjes', 'AH Roomijsjes', 'AH Karnemelk']","[1892.705, 200.0, 50.0]",7.906484937499999
2466,2475,Lefse(Norwegian)  ,"['4.0 medium russet potatoes, mashed', '0.3333333333333333 stick butter', '44.3604 ml milk', '236.588 ml flour']","[""potatoes"", ""butter"", ""milk"", ""flour""]","['potatoes', 'butter', 'milk', 'flour']","['AH Stamppot aardappelen', 'AH Kruidenboter', 'AH Karnemelk', 'AH Tarwe bloem']","[400.0, 33.33333333333333, 44.3604, 236.588]",1.4877549011999998
2471,2480,Lavender Lemonade,"['354.882 ml can lemonade concentrate', '0.25 cup lavender can get at health food store', '2.0 cups boiling water']","[""concentrate"", ""lavender"", ""boiling water""]","['concentrate', 'lavender', 'water']","['HG Kalkweg concentraat', 'Ipuro Lavender touch', 'AH Kokoswater']","[354.882, 25.0, 200.0]",10.50070316
2472,2481,Pizza Crust,"['118.294 ml warm water', '1.0 pkg. active dry yeast', '354.882 ml flour', '2.46446 ml salt', '14.7868 ml oil']","[""warm water"", ""active dry yeast"", ""flour"", ""salt"", ""oil""]","['water', 'yeast', 'flour', 'salt', 'oil']","['AH Kokoswater', 'Il Molino Droge gist', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'AH Slaolie']","[118.294, 100.0, 354.882, 246.446, 1478.6799999999998]",47.180507221155736
2476,2485,Fresh Berry Coffee Cake,"['354.882 ml sifted flour', '4.92892 ml baking powder', '1.23223 ml salt', '118.294 ml unsalted margarine, softened', '236.588 ml sugar', '2.0 eggs', '4.92892 ml vanilla extract', '44.3604 ml sour cream', '78.86266666666666 ml milk', '354.882 ml blueberries', '78.86266666666666 ml sugar', '59.147 ml flour', '2.46446 ml cinnamon', '44.3604 ml butter, softened']","[""flour"", ""baking powder"", ""salt"", ""unsalted margarine"", ""sugar"", ""eggs"", ""vanilla extract"", ""sour cream"", ""milk"", ""blueberries"", ""sugar"", ""flour"", ""cinnamon"", ""butter""]","['flour', 'baking powder', 'salt', 'margarine', 'sugar', 'eggs', 'extract', 'cream', 'milk', 'blueberries', 'sugar', 'flour', 'cinnamon', 'butter']","['AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'Becel Light margarine', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'Marmite Yeast extract', 'AH Roomijsjes', 'AH Karnemelk', 'AH Doosje met blauwe bessen', 'AH Rietsuiker', 'AH Tarwe bloem', 'Bolletje Kanelly', 'AH Kruidenboter']","[354.882, 492.892, 123.223, 118.294, 236.588, 200.0, 492.892, 44.3604, 78.86266666666666, 354.882, 78.86266666666666, 59.147, 246.446, 44.3604]",34.34350542963501
2480,2489,Breakfast Blintz Souffle,"['1.0 d29.5735 ml frozen cheese blintzes', '7.39338 ml vanilla', '59.147 ml sugar', '0.5 cube butter', '354.882 ml sour cream', '4.0 eggs']","[""frozen cheese blintzes"", ""vanilla"", ""sugar"", ""butter"", ""sour cream"", ""eggs""]","['cheese', 'vanilla', 'sugar', 'butter', 'cream', 'eggs']","['AH Leverkaas', 'AH Muffin vanille', 'AH Rietsuiker', 'AH Kruidenboter', 'AH Roomijsjes', 'AH Rondeel eieren M L']","[100.0, 739.338, 59.147, 50.0, 354.882, 400.0]",9.026903115952381
2485,2494,Devil'S Food Cake,"['1.0 stick margarine', '236.588 ml water', '59.1472 ml cocoa', '118.294 ml wesson oil', '473.176 ml flour', '2.46446 ml salt', '473.176 ml sugar', '2.0 eggs, slightly beaten', '118.294 ml buttermilk', '4.92892 ml cinnamon', '4.92892 ml vanilla', '4.92892 ml soda']","[""margarine"", ""water"", ""cocoa"", ""Wesson oil"", ""flour"", ""salt"", ""sugar"", ""eggs"", ""buttermilk"", ""cinnamon"", ""vanilla"", ""soda""]","['margarine', 'water', 'cocoa', 'oil', 'flour', 'salt', 'sugar', 'eggs', 'buttermilk', 'cinnamon', 'vanilla', 'soda']","['Becel Light margarine', 'AH Kokoswater', 'Oatly! Haverdrank cacao', 'AH Slaolie', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'Arla Biologisch karnemelk', 'Bolletje Kanelly', 'AH Muffin vanille', 'Driehoek Vloeibare soda']","[100.0, 236.588, 59.1472, 118.294, 473.176, 246.446, 473.176, 200.0, 118.294, 492.892, 492.892, 492.892]",27.339303036557972
2486,2495,Peanutty Fudge Rounds,"['177.441 ml creamy peanut butter', '29.5736 ml butter or margarine, softened', '236.588 ml sifted powdered sugar', '14.7868 ml milk', '4.92892 ml vanilla', '118.294 ml chopped peanuts', '473.176 ml semi-sweet chocolate pieces', '118.294 ml sweetened condensed milk']","[""peanut butter"", ""butter"", ""powdered sugar"", ""milk"", ""vanilla"", ""peanuts"", ""semi-sweet chocolate pieces"", ""condensed milk""]","['butter', 'butter', 'sugar', 'milk', 'vanilla', 'peanuts', 'chocolate', 'milk']","['AH Kruidenboter', 'AH Kruidenboter', 'AH Rietsuiker', 'AH Karnemelk', 'AH Muffin vanille', ""AH Choco pinda's zoet"", 'AH Hot choco', 'AH Karnemelk']","[177.441, 29.5736, 236.588, 1478.6799999999998, 492.892, 118.294, 473.176, 118.294]",11.041639273333333
2487,2496,Hush Puppies,"['118.294 ml plain flour', '9.85784 ml baking powder', '354.882 ml corn meal', '14.7868 ml sugar', '2.46446 ml salt', '1.0 small onion, chopped', '1.0 egg, beaten', '177.441 ml beer', 'cooking oil']","[""flour"", ""baking powder"", ""corn meal"", ""sugar"", ""salt"", ""onion"", ""egg"", ""beer"", ""cooking oil""]","['flour', 'baking powder', 'meal', 'sugar', 'salt', 'onion', 'egg', 'beer', 'oil']","['AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'Brinta Havermout', 'AH Rietsuiker', 'AH Doperwten 0% zout', 'AH Rode uien', 'AH Lasagne ei', 'Kasteelbier Rouge', 'AH Slaolie']","[118.294, 985.784, 354.882, 1478.6799999999998, 246.446, 100.0, 100.0, 177.441, 100.0]",37.24175210471764
2488,2497,Great Pumpkin Cookies,"['473.176 ml flour', '236.588 ml quick oats', '4.92892 ml baking soda', '4.92892 ml ground cinnamon', '2.46446 ml salt', '236.588 ml butter', '236.588 ml brown sugar, packed', '236.588 ml granulated sugar', '1.0 egg', '4.92892 ml vanilla', '236.588 ml pumpkin canned', '236.588 ml chocolate morsels or raisins or nuts']","[""flour"", ""oats"", ""baking soda"", ""ground cinnamon"", ""salt"", ""butter"", ""brown sugar"", ""sugar"", ""egg"", ""vanilla"", ""pumpkin"", ""chocolate""]","['flour', 'oats', 'baking soda', 'cinnamon', 'salt', 'butter', 'sugar', 'sugar', 'egg', 'vanilla', 'pumpkin', 'chocolate']","['AH Tarwe bloem', 'AH Barista haver', 'Dr. Oetker Baksoda', 'Bolletje Kanelly', 'AH Doperwten 0% zout', 'AH Kruidenboter', 'AH Rietsuiker', 'AH Rietsuiker', 'AH Lasagne ei', 'AH Muffin vanille', 'AH Hummus pompoen', 'AH Hot choco']","[473.176, 236.588, 492.892, 492.892, 246.446, 236.588, 236.588, 236.588, 100.0, 492.892, 236.588, 236.588]",21.45819621413669
2489,2498,Zucchini-Carrot Casserole,"['29.5736 ml butter or margarine', '2.0 medium zucchini, sliced', '2.0 carrots, sliced', '1.0 small onion, chopped', '236.588 ml container sour cream', 'ml 354.882 ml shredded cheddar cheese', '2.46446 ml salt', '2.46446 ml pepper', '29.5736 ml italian-seasoned breadcrumbs']","[""butter"", ""zucchini"", ""carrots"", ""onion"", ""sour cream"", ""Cheddar cheese"", ""salt"", ""pepper"", ""Italian-seasoned breadcrumbs""]","['butter', 'zucchini', 'carrots', 'onion', 'cream', 'cheese', 'salt', 'pepper', 'bread']","['AH Kruidenboter', 'AH Pureersoep courgette', 'AH Geschilde bospeen', 'AH Rode uien', 'AH Roomijsjes', 'AH Leverkaas', 'AH Doperwten 0% zout', 'AH Rode peper', 'AH Flatbread']","[29.5736, 200.0, 200.0, 100.0, 236.588, 100.0, 246.446, 246.446, 29.5736]",6.788615060967464
2494,2503,Maple Pecan Corn Bread,"['236.588 ml all-purpose flour', '236.588 ml yellow corn meal', '4.92892 ml baking powder', '4.92892 ml salt', '4.92892 ml soda', '44.3604 ml margarine', '29.5736 ml brown sugar', '2.0 eggs', '78.86266666666666 ml pure maple syrup', '177.441 ml buttermilk', '118.294 ml chopped pecans']","[""flour"", ""yellow corn meal"", ""baking powder"", ""salt"", ""soda"", ""margarine"", ""brown sugar"", ""eggs"", ""maple syrup"", ""buttermilk"", ""pecans""]","['flour', 'corn', 'baking powder', 'salt', 'soda', 'margarine', 'sugar', 'eggs', 'syrup', 'buttermilk', 'pecans']","['AH Tarwe bloem', 'AH Popcorn Zout', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'Driehoek Vloeibare soda', 'Becel Light margarine', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Thijmsiroop', 'Arla Biologisch karnemelk', 'AH Ongebrande pecannoten']","[236.588, 236.588, 492.892, 492.892, 492.892, 44.3604, 29.5736, 200.0, 78.86266666666666, 177.441, 118.294]",25.58311380575845
2495,2504,Carrot-Raisin Salad,"['340.19399999999996 grams carrots, scraped and shredded', '59.147 ml raisins or more', '59.147 ml chopped walnuts optional', '118.294 ml mayonnaise', '22.1802 ml cider vinegar', '14.7868 ml sugar', '0.616115 ml lemon juice']","[""carrots"", ""raisins"", ""walnuts"", ""mayonnaise"", ""cider vinegar"", ""sugar"", ""lemon juice""]","['carrots', 'raisins', 'walnuts', 'mayonnaise', 'vinegar', 'sugar', 'juice']","['AH Geschilde bospeen', 'AH Blanke rozijnen', 'AH Ongebrande walnoten', 'AH Pesto mayonaise', 'AH Natuurazijn wit', 'AH Rietsuiker', 'AH Appelsap']","[340.19399999999996, 59.147, 59.147, 118.294, 2218.02, 1478.6799999999998, 61.6115]",13.333933702424241
2501,2510,Old Fashioned Popovers,"['1.0 egg', '118.294 ml flour', '118.294 ml milk', 'pinch of salt', 'pinch of nutmeg', 'butter']","[""egg"", ""flour"", ""milk"", ""salt"", ""nutmeg"", ""butter""]","['egg', 'flour', 'milk', 'salt', 'nutmeg', 'butter']","['AH Lasagne ei', 'AH Tarwe bloem', 'AH Karnemelk', 'AH Doperwten 0% zout', 'Verstegen Zakje nootmuskaat heel', 'AH Kruidenboter']","[100.0, 118.294, 118.294, 100.0, 100.0, 100.0]",2.3963003223647057
2502,2511,No Bake Cookies,"['1.0 stick oleo', '473.176 ml sugar', '29.5736 ml peanut butter', '118.294 ml milk', '4.92892 ml vanilla', '709.764 ml quick oats']","[""oleo"", ""sugar"", ""peanut butter"", ""milk"", ""vanilla"", ""oats""]","['oleo', 'sugar', 'butter', 'milk', 'vanilla', 'oats']","['Napoleon Watermelon', 'AH Rietsuiker', 'AH Kruidenboter', 'AH Karnemelk', 'AH Muffin vanille', 'AH Barista haver']","[100.0, 473.176, 29.5736, 118.294, 492.892, 709.764]",8.228204777777778
